value_set_oid,value_set_name,code,description,code_system,code_system_version,code_system_oid,tty
2.16.840.1.113883.3.464.1003.103.12.1001,Diabetes,E13.621,Other specified diabetes mellitus with foot ulcer,ICD10CM,2019,2.16.840.1.113883.6.90,PT
2.16.840.1.113883.3.464.1003.103.12.1001,Diabetes,E13.622,Other specified diabetes mellitus with other skin ulcer,ICD10CM,2019,2.16.840.1.113883.6.90,PT
2.16.840.1.113883.3.464.1003.103.12.1001,Diabetes,E13.628,Other specified diabetes mellitus with other skin complications,ICD10CM,2019,2.16.840.1.113883.6.90,PT
2.16.840.1.113883.3.464.1003.103.12.1001,Diabetes,E13.630,Other specified diabetes mellitus with periodontal disease,ICD10CM,2019,2.16.840.1.113883.6.90,PT
2.16.840.1.113883.3.464.1003.103.12.1001,Diabetes,E13.638,Other specified diabetes mellitus with other oral complications,ICD10CM,2019,2.16.840.1.113883.6.90,PT
2.16.840.1.113883.3.464.1003.103.12.1001,Diabetes,E13.641,Other specified diabetes mellitus with hypoglycemia with coma,ICD10CM,2019,2.16.840.1.113883.6.90,PT
2.16.840.1.113883.3.464.1003.103.12.1001,Diabetes,E13.649,Other specified diabetes mellitus with hypoglycemia without coma,ICD10CM,2019,2.16.840.1.113883.6.90,PT
2.16.840.1.113883.3.464.1003.103.12.1001,Diabetes,E13.65,Other specified diabetes mellitus with hyperglycemia,ICD10CM,2019,2.16.840.1.113883.6.90,PT
2.16.840.1.113883.3.464.1003.103.12.1001,Diabetes,E13.69,Other specified diabetes mellitus with other specified complication,ICD10CM,2019,2.16.840.1.113883.6.90,PT
2.16.840.1.113883.3.464.1003.103.12.1001,Diabetes,E13.8,Other specified diabetes mellitus with unspecified complications,ICD10CM,2019,2.16.840.1.113883.6.90,PT
2.16.840.1.113883.3.464.1003.103.12.1001,Diabetes,E13.9,Other specified diabetes mellitus without complications,ICD10CM,2019,2.16.840.1.113883.6.90,PT
2.16.840.1.113883.3.464.1003.103.12.1001,Diabetes,O24.011,"Pre-existing type 1 diabetes mellitus, in pregnancy, first trimester",ICD10CM,2019,2.16.840.1.113883.6.90,PT
2.16.840.1.113883.3.464.1003.103.12.1001,Diabetes,O24.012,"Pre-existing type 1 diabetes mellitus, in pregnancy, second trimester",ICD10CM,2019,2.16.840.1.113883.6.90,PT
2.16.840.1.113883.3.464.1003.103.12.1001,Diabetes,O24.013,"Pre-existing type 1 diabetes mellitus, in pregnancy, third trimester",ICD10CM,2019,2.16.840.1.113883.6.90,PT
2.16.840.1.113883.3.464.1003.103.12.1001,Diabetes,O24.019,"Pre-existing type 1 diabetes mellitus, in pregnancy, unspecified trimester",ICD10CM,2019,2.16.840.1.113883.6.90,PT
2.16.840.1.113883.3.464.1003.103.12.1001,Diabetes,O24.02,"Pre-existing type 1 diabetes mellitus, in childbirth",ICD10CM,2019,2.16.840.1.113883.6.90,PT
2.16.840.1.113883.3.464.1003.103.12.1001,Diabetes,O24.03,"Pre-existing type 1 diabetes mellitus, in the puerperium",ICD10CM,2019,2.16.840.1.113883.6.90,PT
2.16.840.1.113883.3.464.1003.103.12.1001,Diabetes,O24.111,"Pre-existing type 2 diabetes mellitus, in pregnancy, first trimester",ICD10CM,2019,2.16.840.1.113883.6.90,PT
2.16.840.1.113883.3.464.1003.103.12.1001,Diabetes,O24.112,"Pre-existing type 2 diabetes mellitus, in pregnancy, second trimester",ICD10CM,2019,2.16.840.1.113883.6.90,PT
2.16.840.1.113883.3.464.1003.103.12.1001,Diabetes,O24.113,"Pre-existing type 2 diabetes mellitus, in pregnancy, third trimester",ICD10CM,2019,2.16.840.1.113883.6.90,PT
2.16.840.1.113883.3.464.1003.103.12.1001,Diabetes,O24.119,"Pre-existing type 2 diabetes mellitus, in pregnancy, unspecified trimester",ICD10CM,2019,2.16.840.1.113883.6.90,PT
2.16.840.1.113883.3.464.1003.103.12.1001,Diabetes,O24.12,"Pre-existing type 2 diabetes mellitus, in childbirth",ICD10CM,2019,2.16.840.1.113883.6.90,PT
2.16.840.1.113883.3.464.1003.103.12.1001,Diabetes,O24.13,"Pre-existing type 2 diabetes mellitus, in the puerperium",ICD10CM,2019,2.16.840.1.113883.6.90,PT
2.16.840.1.113883.3.464.1003.103.12.1001,Diabetes,O24.311,"Unspecified pre-existing diabetes mellitus in pregnancy, first trimester",ICD10CM,2019,2.16.840.1.113883.6.90,PT
2.16.840.1.113883.3.464.1003.103.12.1001,Diabetes,O24.312,"Unspecified pre-existing diabetes mellitus in pregnancy, second trimester",ICD10CM,2019,2.16.840.1.113883.6.90,PT
2.16.840.1.113883.3.464.1003.103.12.1001,Diabetes,O24.313,"Unspecified pre-existing diabetes mellitus in pregnancy, third trimester",ICD10CM,2019,2.16.840.1.113883.6.90,PT
2.16.840.1.113883.3.464.1003.103.12.1001,Diabetes,O24.319,"Unspecified pre-existing diabetes mellitus in pregnancy, unspecified trimester",ICD10CM,2019,2.16.840.1.113883.6.90,PT
2.16.840.1.113883.3.464.1003.103.12.1001,Diabetes,O24.32,Unspecified pre-existing diabetes mellitus in childbirth,ICD10CM,2019,2.16.840.1.113883.6.90,PT
2.16.840.1.113883.3.464.1003.103.12.1001,Diabetes,O24.33,Unspecified pre-existing diabetes mellitus in the puerperium,ICD10CM,2019,2.16.840.1.113883.6.90,PT
2.16.840.1.113883.3.464.1003.103.12.1001,Diabetes,O24.811,"Other pre-existing diabetes mellitus in pregnancy, first trimester",ICD10CM,2019,2.16.840.1.113883.6.90,PT
2.16.840.1.113883.3.464.1003.103.12.1001,Diabetes,O24.812,"Other pre-existing diabetes mellitus in pregnancy, second trimester",ICD10CM,2019,2.16.840.1.113883.6.90,PT
2.16.840.1.113883.3.464.1003.103.12.1001,Diabetes,O24.813,"Other pre-existing diabetes mellitus in pregnancy, third trimester",ICD10CM,2019,2.16.840.1.113883.6.90,PT
2.16.840.1.113883.3.464.1003.103.12.1001,Diabetes,O24.819,"Other pre-existing diabetes mellitus in pregnancy, unspecified trimester",ICD10CM,2019,2.16.840.1.113883.6.90,PT
2.16.840.1.113883.3.464.1003.103.12.1001,Diabetes,O24.82,Other pre-existing diabetes mellitus in childbirth,ICD10CM,2019,2.16.840.1.113883.6.90,PT
2.16.840.1.113883.3.464.1003.103.12.1001,Diabetes,O24.83,Other pre-existing diabetes mellitus in the puerperium,ICD10CM,2019,2.16.840.1.113883.6.90,PT
